manipulation_activity_id,manipulation_activity_admin_id,manipulation_activity_admin_name,manipulation_activity_customer_id,manipulation_activity_customer_name,manipulation_activity_type,manipulation_activity_action,manipulation_activity_ip,manipulation_activity_located,manipulation_activity_device,created_at
2275,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:26
2276,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Người Dùng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:32
2277,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Hoạt Động Đăng Nhập - Đăng Xuất Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:34
2278,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:47
2279,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:53
2280,1,Quản Trị Viên,NULL,NULL,0,Xem Bảng Nhật Ký Thao Tác Admin,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 06:16:55
2281,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:24:15
2282,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:24:16
2283,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:24:20
2284,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:24:20
2285,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:47:26
2286,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:48:02
2287,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:48:06
2288,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:49:58
2289,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:49:58
2290,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:50:00
2291,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:50:01
2292,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:50:03
2293,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-08 13:50:03
2294,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:24
2295,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Slider,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:24
2296,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thương Hiệu,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:30
2297,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thương Hiệu,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:31
2298,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khu Vực,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:34
2299,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khu Vực,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:35
2300,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:38
2301,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:21:38
2302,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:23:01
2303,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Phòng,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:23:01
2304,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:40:00
2305,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:40:00
2306,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 06:42:47
2307,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 14:57:26
2308,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Khách Sạn,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 14:57:27
2309,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 3 Hình Ảnh Vào Thư Viện ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:02:55
2310,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:20:00
2311,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:21:05
2312,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:21:46
2313,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:22:33
2314,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:23:20
2315,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:05
2316,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:24
2317,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:48
2318,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:51
2319,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:54
2320,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:55
2321,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:25:56
2322,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:31:06
2323,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:31:28
2324,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:32:55
2325,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Tên Ảnh ( ID Ảnh : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:33:00
2326,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:33:03
2327,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:34:37
2328,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:35:00
2329,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:35:25
2330,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:36:17
2331,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Nội Dung Ảnh ( ID Ảnh : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:36:21
2332,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:36:23
2333,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:38:02
2334,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:39:26
2335,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Tên Ảnh ( ID Ảnh : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:39:31
2336,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:39:34
2337,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:40:13
2338,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:40:30
2339,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:43:47
2340,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:44:27
2341,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:44:35
2342,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:45:19
2343,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 3),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:45:21
2344,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:45:32
2345,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:11
2346,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:13
2347,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:21
2348,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:50
2349,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 1),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:55
2350,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:46:59
2351,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 3 Hình Ảnh Vào Thư Viện ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:05
2352,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:07
2353,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:08
2354,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:37
2355,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:40
2356,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:43
2357,1,Quản Trị Viên,NULL,NULL,0,Cập Nhật Tên Ảnh ( ID Ảnh : 4),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:52
2358,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 4),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:55
2359,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:47:58
2360,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 4 Hình Ảnh Vào Thư Viện ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:49:03
2361,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:49:14
2362,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 5),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:49:36
2363,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:49:41
2364,1,Quản Trị Viên,NULL,NULL,0,Xóa Ảnh Ở Thư Viện ( ID Ảnh : 6),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:49:43
2365,1,Quản Trị Viên,NULL,NULL,0,Xem Danh Sách Thư Viện Ảnh,127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:50:02
2366,1,Quản Trị Viên,NULL,NULL,0,Thêm Vào 3 Hình Ảnh Vào Thư Viện ( ID : 2),127.0.0.1,Không Xác Định,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2022-11-09 15:50:11
